YEAR,MONTH,REGION,SECTIONS,WEIGHT,WGTADJ,STATUS,PRICE,SQFT,BEDROOMS,TITLED,LOCATION,FOUNDATION,SECURED
2016,11,5,3,14.0262,1.060293905,2,140000,2800,3,2,3,3,1
2016,11,5,3,14.0262,1.060293905,2,165000,2900,3,2,3,3,1
2016,11,5,3,14.0262,1.060293905,1,130000,3100,3,9,9,9,9
2016,12,1,1,7.3333,1.0770909,2,32300,800,1,2,3,3,1
2016,12,1,1,7.3333,1.0770909,1,41000,800,1,9,9,9,9
2016,12,1,1,7.3333,1.0770909,1,42000,800,1,9,9,9,9
2016,12,1,1,7.3333,1.0770909,1,44000,800,1,9,9,9,9
2016,12,1,1,7.3333,1.0770909,1,46000,800,1,9,9,9,9
2016,12,1,1,7.3333,1.0770909,1,43000,900,1,9,9,9,9
2016,12,1,1,7.3333,1.0770909,2,45000,900,1,2,1,1,9
2016,12,1,1,7.3333,1.0770909,2,32300,1000,3,1,1,2,1
2016,12,1,1,7.3333,1.0770909,2,37000,1000,3,2,1,3,1
2016,12,1,1,7.3333,1.0770909,1,46000,1000,3,9,9,9,9
2016,12,1,1,7.3333,1.0770909,2,46000,1000,3,2,3,3,1
2016,12,1,1,7.3333,1.0770909,2,59000,1000,3,2,3,3,1
2016,12,1,1,7.3333,1.0770909,2,49000,1100,3,2,3,3,1
2016,12,1,1,7.3333,1.0770909,2,55000,1100,3,2,1,3,1
2016,12,1,2,3.6667,1.092775422,2,75000,1100,1,2,3,3,1
2016,12,1,2,3.6667,1.092775422,2,239100,1100,1,3,1,3,1
2016,12,1,2,3.6667,1.092775422,2,77000,1100,1,1,3,3,1
2016,12,1,2,3.6667,1.092775422,1,60000,1300,3,9,9,9,9
2016,12,1,2,3.6667,1.092775422,1,70000,1300,1,9,9,9,9
2016,12,1,2,3.6667,1.092775422,1,70000,1300,3,9,9,9,9
2016,12,1,2,3.6667,1.092775422,2,81000,1300,1,2,1,2,1
2016,12,1,2,3.6667,1.092775422,2,81000,1300,3,2,3,3,1
2016,12,1,2,3.6667,1.092775422,2,84000,1300,3,2,1,2,1
2016,12,1,2,3.6667,1.092775422,2,100000,1300,1,2,1,3,1
2016,12,1,2,3.6667,1.092775422,2,105000,1300,1,1,3,3,1
2016,12,1,2,3.6667,1.092775422,2,135000,1300,1,2,1,3,1
2016,12,1,2,3.6667,1.092775422,1,153000,1300,1,9,9,9,9
2016,12,1,2,3.6667,1.092775422,2,64000,1400,3,1,3,2,1
2016,12,1,2,3.6667,1.092775422,1,98000,1400,3,9,9,9,9
2016,12,1,2,3.6667,1.092775422,2,68000,1500,3,1,3,1,9
2016,12,1,2,3.6667,1.092775422,1,85000,1500,1,9,9,9,9
2016,12,1,2,3.6667,1.092775422,2,85000,1500,3,1,3,1,9
2016,12,1,2,3.6667,1.092775422,1,89000,1500,1,9,9,9,9
2016,12,1,2,3.6667,1.092775422,1,90000,1500,1,9,9,9,9
2016,12,1,2,3.6667,1.092775422,2,130000,1500,3,3,1,1,9
2016,12,1,2,3.6667,1.092775422,2,73000,1600,3,2,3,3,1
2016,12,1,2,3.6667,1.092775422,2,74000,1600,3,1,3,2,1
2016,12,1,2,3.6667,1.092775422,2,74000,1600,3,2,3,3,1
2016,12,1,2,3.6667,1.092775422,2,74000,1600,3,2,3,3,1
2016,12,1,2,3.6667,1.092775422,2,80000,1600,3,1,3,3,1
2016,12,1,2,3.6667,1.092775422,2,81000,1600,3,2,3,3,1
2016,12,1,2,3.6667,1.092775422,2,83000,1600,3,1,3,3,1
2016,12,1,2,3.6667,1.092775422,1,88000,1600,3,9,9,9,9
2016,12,1,2,3.6667,1.092775422,1,88000,1600,3,9,9,9,9
2016,12,1,2,3.6667,1.092775422,2,88000,1600,3,2,1,1,9
2016,12,1,2,3.6667,1.092775422,2,88000,1600,3,2,3,1,9
2016,12,1,2,3.6667,1.092775422,2,90000,1600,3,2,3,1,9
2016,12,1,2,3.6667,1.092775422,2,140000,1600,3,3,1,1,9
2016,12,1,2,3.6667,1.092775422,2,89000,1700,3,2,3,3,1
2016,12,1,2,3.6667,1.092775422,1,92000,1700,3,9,9,9,9
2016,12,1,2,3.6667,1.092775422,2,95000,1700,3,2,3,2,1
2016,12,1,2,3.6667,1.092775422,2,103000,1700,3,2,1,1,9
2016,12,1,2,3.6667,1.092775422,1,108000,1700,3,9,9,9,9
2016,12,1,2,3.6667,1.092775422,2,110000,1700,1,2,1,3,1
2016,12,1,2,3.6667,1.092775422,2,78000,1800,3,2,3,1,9
2016,12,1,2,3.6667,1.092775422,1,95000,1800,3,9,9,9,9
2016,12,1,2,3.6667,1.092775422,2,95000,1800,3,2,1,3,1
2016,12,1,2,3.6667,1.092775422,2,97000,1800,3,2,3,1,9
2016,12,2,1,7.4545,1.0770909,1,27800,700,1,9,9,9,9
2016,12,2,1,7.3333,1.0770909,2,27800,700,1,2,1,3,1
2016,12,2,1,7.4545,1.0770909,1,35000,700,1,9,9,9,9
2016,12,2,1,7.4545,1.0770909,2,9,900,3,2,1,3,1
2016,12,2,1,7.4545,1.0770909,2,27800,900,3,2,1,3,1
2016,12,2,1,7.4545,1.0770909,2,44000,900,3,2,3,2,1
2016,12,2,1,7.4545,1.0770909,1,37000,1000,1,9,9,9,9
2016,12,2,1,7.4545,1.0770909,2,39000,1000,1,2,1,3,1
2016,12,2,1,7.4545,1.0770909,1,46000,1000,3,9,9,9,9
2016,12,2,1,7.4545,1.0770909,1,47000,1000,3,9,9,9,9
2016,12,2,1,7.4545,1.0770909,2,53000,1000,1,3,1,3,1
2016,12,2,1,7.4545,1.0770909,2,61800,1000,3,2,1,2,1
2016,12,2,1,7.4545,1.0770909,1,35000,1100,3,9,9,9,9
2016,12,2,1,7.4545,1.0770909,1,36000,1100,3,9,9,9,9
2016,12,2,1,7.4545,1.0770909,1,45000,1100,3,9,9,9,9
2016,12,2,1,7.4545,1.0770909,2,49000,1100,3,2,3,1,9
2016,12,2,1,7.4545,1.0770909,2,51000,1100,1,2,1,2,1
2016,12,2,1,7.4545,1.0770909,2,56000,1100,1,1,1,3,1
2016,12,2,1,7.4545,1.0770909,2,40000,1200,3,2,1,3,1
2016,12,2,1,7.4545,1.0770909,2,40000,1200,3,2,1,3,1
2016,12,2,1,7.4545,1.0770909,2,40000,1200,3,3,1,3,1
2016,12,2,1,7.4545,1.0770909,1,42000,1200,3,9,9,9,9
2016,12,2,1,7.4545,1.0770909,1,42000,1200,3,9,9,9,9
2016,12,2,1,7.4545,1.0770909,2,45000,1200,3,1,1,2,1
2016,12,2,1,7.4545,1.0770909,2,49000,1200,3,2,1,3,1
2016,12,2,1,7.4545,1.0770909,2,49000,1200,3,2,1,3,1
2016,12,2,1,7.4545,1.0770909,2,49000,1200,3,2,1,3,1
2016,12,2,1,7.4545,1.0770909,1,50000,1200,3,9,9,9,9
2016,12,2,1,7.4545,1.0770909,2,54000,1200,3,2,1,1,9
2016,12,2,1,7.4545,1.0770909,2,54000,1200,3,2,3,1,9
2016,12,2,1,7.4545,1.0770909,2,54000,1200,3,3,1,1,9
2016,12,2,1,7.4545,1.0770909,2,54000,1200,3,3,1,2,1
2016,12,2,1,7.4545,1.0770909,2,54000,1200,3,3,1,3,1
2016,12,2,1,7.4545,1.0770909,2,57000,1200,1,2,1,3,1
2016,12,2,1,7.4545,1.0770909,2,61800,1200,3,2,3,3,1
2016,12,2,2,3.7273,1.092775422,2,46200,1200,3,1,3,1,9
2016,12,2,2,3.7273,1.092775422,2,46200,1200,3,3,1,1,9
2016,12,2,2,3.7273,1.092775422,1,59000,1200,3,9,9,9,9
2016,12,2,2,3.7273,1.092775422,2,66000,1200,3,2,1,1,9
2016,12,2,2,3.7273,1.092775422,1,76000,1200,3,9,9,9,9
2016,12,2,2,3.7273,1.092775422,2,77000,1200,3,2,1,3,1
2016,12,2,2,3.7273,1.092775422,2,78000,1200,3,2,1,3,1
2016,12,2,2,3.7273,1.092775422,2,89000,1200,1,2,3,1,9
2016,12,2,2,3.7273,1.092775422,1,56000,1300,3,9,9,9,9
2016,12,2,2,3.7273,1.092775422,2,56000,1300,3,1,1,1,9
2016,12,2,2,3.7273,1.092775422,1,81000,1300,3,9,9,9,9
2016,12,2,2,3.7273,1.092775422,1,81000,1300,3,9,9,9,9
2016,12,2,2,3.7273,1.092775422,1,81000,1300,3,9,9,9,9
2016,12,2,2,3.7273,1.092775422,2,81000,1300,3,1,1,2,1
2016,12,2,2,3.7273,1.092775422,2,56000,1500,3,1,1,3,1
2016,12,2,2,3.7273,1.092775422,1,60000,1500,3,9,9,9,9
2016,12,2,2,3.7273,1.092775422,1,60000,1500,3,9,9,9,9
2016,12,2,2,3.7273,1.092775422,2,63000,1500,3,2,3,1,9
2016,12,2,2,3.7273,1.092775422,2,70000,1500,3,1,1,2,1
2016,12,2,2,3.7273,1.092775422,1,72000,1500,3,9,9,9,9
2016,12,2,2,3.7273,1.092775422,2,77000,1500,3,2,3,3,1
2016,12,2,2,3.7273,1.092775422,1,85000,1500,3,9,9,9,9
2016,12,2,2,3.7273,1.092775422,1,85000,1500,3,9,9,9,9
2016,12,2,2,3.7273,1.092775422,1,85000,1500,3,9,9,9,9
2016,12,2,2,3.7273,1.092775422,2,85000,1500,3,2,1,3,1
2016,12,2,2,3.7273,1.092775422,2,93000,1500,3,3,3,2,1
2016,12,2,2,3.7273,1.092775422,2,57000,1600,3,2,1,3,1
2016,12,2,2,3.7273,1.092775422,1,58000,1600,3,9,9,9,9
2016,12,2,2,3.7273,1.092775422,1,58000,1600,3,9,9,9,9
2016,12,2,2,3.7273,1.092775422,2,67000,1600,3,1,1,1,9
2016,12,2,2,3.7273,1.092775422,2,81000,1600,3,2,3,2,1
2016,12,2,2,3.7273,1.092775422,2,82000,1600,3,2,1,1,9
2016,12,2,2,3.7273,1.092775422,1,88000,1600,3,9,9,9,9
2016,12,2,2,3.7273,1.092775422,2,88000,1600,3,2,1,3,1
2016,12,2,2,3.7273,1.092775422,2,88000,1600,3,2,1,3,1
2016,12,2,2,3.7273,1.092775422,2,88000,1600,3,2,1,3,1
2016,12,2,2,3.7273,1.092775422,2,88000,1600,3,2,3,3,1
2016,12,2,2,3.7273,1.092775422,2,88000,1600,3,3,1,2,1
2016,12,2,2,3.7273,1.092775422,2,90000,1600,3,2,1,2,1
2016,12,2,2,3.7273,1.092775422,1,95000,1600,3,9,9,9,9
2016,12,2,2,3.7273,1.092775422,2,110000,1600,3,1,3,1,9
2016,12,2,2,3.7273,1.092775422,1,46200,1700,3,9,9,9,9
2016,12,2,2,3.7273,1.092775422,2,69000,1700,1,2,1,2,1
2016,12,2,2,3.7273,1.092775422,2,72000,1700,3,1,3,1,9
2016,12,2,2,3.7273,1.092775422,2,75000,1700,3,1,3,3,1
2016,12,2,2,3.7273,1.092775422,2,77000,1700,3,2,1,3,1
2016,12,2,2,3.7273,1.092775422,2,88000,1700,3,2,3,3,1
2016,12,2,2,3.7273,1.092775422,2,90000,1700,3,2,3,1,9
2016,12,2,2,3.7273,1.092775422,2,91000,1700,3,3,1,3,1
2016,12,2,2,3.7273,1.092775422,1,92000,1700,3,9,9,9,9
2016,12,2,2,3.7273,1.092775422,2,92000,1700,3,2,1,1,9
2016,12,2,2,3.7273,1.092775422,2,92000,1700,3,2,1,3,1
2016,12,2,2,3.7273,1.092775422,2,92000,1700,3,2,3,1,9
2016,12,2,2,3.7273,1.092775422,1,100000,1700,3,9,9,9,9
2016,12,2,2,3.7273,1.092775422,1,89000,1800,3,9,9,9,9
2016,12,2,2,3.7273,1.092775422,2,90000,1800,3,2,1,1,9
2016,12,2,2,3.7273,1.092775422,1,95000,1800,3,9,9,9,9
2016,12,2,2,3.7273,1.092775422,2,95000,1800,3,2,1,3,1
2016,12,2,2,3.7273,1.092775422,2,95000,1800,3,2,3,1,9
2016,12,2,2,3.7273,1.092775422,1,97000,1800,3,9,9,9,9
2016,12,2,2,3.7273,1.092775422,2,154400,1800,3,2,1,2,1
2016,12,2,2,3.7273,1.092775422,1,70000,1900,3,9,9,9,9
2016,12,2,2,3.7273,1.092775422,1,98000,1900,3,9,9,9,9
2016,12,2,2,3.7273,1.092775422,1,98000,1900,3,9,9,9,9
2016,12,2,2,3.7273,1.092775422,1,101000,2000,3,9,9,9,9
2016,12,2,2,3.7273,1.092775422,1,103000,2000,3,9,9,9,9
2016,12,2,2,3.7273,1.092775422,1,115000,2000,3,9,9,9,9
2016,12,2,2,3.7273,1.092775422,2,154400,2000,3,2,3,1,9
2016,12,2,2,3.7273,1.092775422,2,105000,2100,1,2,3,3,1
2016,12,2,2,3.7273,1.092775422,2,154400,2100,3,2,3,3,1
2016,12,2,2,3.7273,1.092775422,2,104000,2200,3,2,3,3,1
2016,12,2,2,18.1571,1.092775422,2,120000,2500,3,2,3,1,9
2016,12,3,1,36.3143,1.0770909,2,9,600,1,3,1,3,1
2016,12,3,1,36.3143,1.0770909,2,38000,600,1,1,3,3,1
2016,12,3,1,36.3143,1.0770909,1,25000,800,1,9,9,9,9
2016,12,3,1,36.3143,1.0770909,2,55000,800,1,2,1,3,1
2016,12,3,1,36.3143,1.0770909,2,48000,1000,3,3,3,2,3
2016,12,3,1,36.3143,1.0770909,1,35000,1100,3,9,9,9,9
2016,12,3,1,36.3143,1.0770909,2,38000,1100,1,2,3,3,1
2016,12,3,1,36.3143,1.0770909,2,41000,1100,1,2,1,3,1
2016,12,3,1,36.3143,1.0770909,1,49000,1100,3,9,9,9,9
2016,12,3,1,36.3143,1.0770909,2,49000,1100,3,2,3,3,1
2016,12,3,1,36.3143,1.0770909,2,49000,1100,3,2,3,3,1
2016,12,3,1,36.3143,1.0770909,2,49000,1100,3,2,3,3,1
2016,12,3,1,36.3143,1.0770909,1,50000,1100,3,9,9,9,9
2016,12,3,1,36.3143,1.0770909,1,50000,1100,3,9,9,9,9
2016,12,3,1,36.3143,1.0770909,2,50000,1100,1,3,3,3,1
2016,12,3,1,36.3143,1.0770909,1,30000,1200,3,9,9,9,9
2016,12,3,1,36.3143,1.0770909,2,42000,1200,3,2,3,3,1
2016,12,3,1,36.3143,1.0770909,1,46000,1200,3,9,9,9,9
2016,12,3,1,36.3143,1.0770909,1,46000,1200,3,9,9,9,9
2016,12,3,1,36.3143,1.0770909,2,49000,1200,3,2,1,3,1
2016,12,3,1,36.3143,1.0770909,2,50000,1200,3,2,1,3,1
2016,12,3,1,36.3143,1.0770909,1,53000,1200,3,9,9,9,9
2016,12,3,1,36.3143,1.0770909,2,53000,1200,3,2,3,1,9
2016,12,3,1,36.3143,1.0770909,1,54000,1200,3,9,9,9,9
2016,12,3,1,36.3143,1.0770909,1,54000,1200,3,9,9,9,9
2016,12,3,1,36.3143,1.0770909,1,54000,1200,3,9,9,9,9
2016,12,3,1,36.3143,1.0770909,2,54000,1200,3,2,3,1,9
2016,12,3,1,36.3143,1.0770909,1,55000,1200,3,9,9,9,9
2016,12,3,1,36.3143,1.0770909,2,55000,1200,3,2,3,2,1
2016,12,3,1,36.3143,1.0770909,2,66600,1200,3,2,1,3,1
2016,12,3,1,36.3143,1.0770909,1,66600,1200,3,9,9,9,9
2016,12,3,1,36.3143,1.0770909,2,35000,1300,3,2,3,2,1
2016,12,3,1,36.3143,1.0770909,1,46000,1300,3,9,9,9,9
2016,12,3,1,36.3143,1.0770909,1,50000,1300,3,9,9,9,9
2016,12,3,1,36.3143,1.0770909,2,50000,1300,3,3,3,3,1
2016,12,3,1,36.3143,1.0770909,1,54000,1300,3,9,9,9,9
2016,12,3,1,36.3143,1.0770909,1,56000,1300,3,9,9,9,9
2016,12,3,1,36.3143,1.0770909,1,56000,1300,3,9,9,9,9
2016,12,3,1,36.3143,1.0770909,2,56000,1300,3,1,3,1,9
2016,12,3,1,36.3143,1.0770909,2,58000,1300,3,2,3,3,1
2016,12,3,1,36.3143,1.0770909,1,59000,1300,3,9,9,9,9
2016,12,3,1,36.3143,1.0770909,1,66600,1300,3,9,9,9,9
2016,12,3,2,18.1571,1.092775422,1,60000,1200,3,9,9,9,9
2016,12,3,2,18.1571,1.092775422,1,70000,1200,3,9,9,9,9
2016,12,3,2,18.1571,1.092775422,2,46500,1200,3,2,3,1,9
2016,12,3,2,18.1571,1.092775422,1,62000,1200,3,9,9,9,9
2016,12,3,2,18.1571,1.092775422,2,66000,1200,3,2,3,3,1
2016,12,3,2,18.1571,1.092775422,2,76000,1200,3,2,3,3,1
2016,12,3,2,18.1571,1.092775422,2,46500,1300,3,1,1,1,9
2016,12,3,2,18.1571,1.092775422,2,55000,1300,3,2,3,3,1
2016,12,3,2,18.1571,1.092775422,2,60000,1300,3,2,3,3,1
2016,12,3,2,18.1571,1.092775422,1,81000,1300,3,9,9,9,9
2016,12,3,2,18.1571,1.092775422,2,81000,1300,1,1,1,3,1
2016,12,3,2,18.1571,1.092775422,2,81000,1300,3,2,3,1,9
2016,12,3,2,18.1571,1.092775422,2,81000,1300,3,2,3,3,1
2016,12,3,2,18.1571,1.092775422,2,110000,1400,1,2,1,3,1
2016,12,3,2,18.1571,1.092775422,2,85000,1500,3,1,3,3,1
2016,12,3,2,18.1571,1.092775422,2,85000,1500,3,2,1,1,9
2016,12,3,2,18.1571,1.092775422,2,90000,1500,3,2,1,3,1
2016,12,3,2,18.1571,1.092775422,2,120000,1500,3,1,3,1,9
2016,12,3,2,18.1571,1.092775422,2,46500,1600,3,2,3,3,1
2016,12,3,2,18.1571,1.092775422,2,46500,1600,3,2,3,3,1
2016,12,3,2,18.1571,1.092775422,2,59000,1600,3,2,1,3,1
2016,12,3,2,18.1571,1.092775422,2,60000,1600,3,2,3,3,1
2016,12,3,2,18.1571,1.092775422,2,63000,1600,3,2,3,3,1
2016,12,3,2,18.1571,1.092775422,2,68000,1600,3,2,3,3,1
2016,12,3,2,18.1571,1.092775422,2,75000,1600,3,2,1,3,1
2016,12,3,2,18.1571,1.092775422,1,88000,1600,3,9,9,9,9
2016,12,3,2,18.1571,1.092775422,1,88000,1600,3,9,9,9,9
2016,12,3,2,18.1571,1.092775422,2,88000,1600,3,1,3,3,1
2016,12,3,2,18.1571,1.092775422,2,88000,1600,3,2,3,2,1
2016,12,3,2,18.1571,1.092775422,2,89000,1600,3,2,3,3,1
2016,12,3,2,3.7273,1.092775422,1,90000,1600,3,9,9,9,9
2016,12,3,2,3.6667,1.092775422,2,103000,1600,3,2,3,1,9
2016,12,3,2,18.1571,1.092775422,2,62000,1700,3,2,3,3,1
2016,12,3,2,18.1571,1.092775422,1,65000,1700,3,9,9,9,9
2016,12,3,2,18.1571,1.092775422,1,66000,1700,3,9,9,9,9
2016,12,3,2,18.1571,1.092775422,2,70000,1700,3,2,3,1,9
2016,12,3,2,18.1571,1.092775422,1,92000,1700,3,9,9,9,9
2016,12,3,2,18.1571,1.092775422,2,92000,1700,3,2,3,3,1
2016,12,3,2,18.1571,1.092775422,2,95000,1700,1,3,1,3,1
2016,12,3,2,18.1571,1.092775422,2,102000,1700,3,2,3,3,1
2016,12,3,2,3.7273,1.092775422,2,140300,1700,3,1,3,3,1
2016,12,3,2,18.1571,1.092775422,1,75000,1800,3,9,9,9,9
2016,12,3,2,18.1571,1.092775422,2,77000,1800,3,2,3,2,1
2016,12,3,2,18.1571,1.092775422,2,105000,1800,3,2,3,1,9
2016,12,3,2,18.1571,1.092775422,2,123000,1800,3,1,3,1,9
2016,12,3,2,18.1571,1.092775422,1,53000,1900,3,9,9,9,9
2016,12,3,2,18.1571,1.092775422,2,59000,1900,3,2,3,1,9
2016,12,3,2,18.1571,1.092775422,1,75000,1900,3,9,9,9,9
2016,12,3,2,18.1571,1.092775422,2,76000,1900,3,2,3,3,1
2016,12,3,2,18.1571,1.092775422,1,83000,1900,3,9,9,9,9
2016,12,3,2,18.1571,1.092775422,2,92000,1900,3,1,3,1,9
2016,12,3,2,18.1571,1.092775422,2,98000,1900,3,2,3,3,1
2016,12,3,2,18.1571,1.092775422,2,114000,1900,3,2,3,1,9
2016,12,3,2,18.1571,1.092775422,2,56000,2000,3,2,1,3,1
2016,12,3,2,18.1571,1.092775422,2,57000,2000,3,1,3,3,1
2016,12,3,2,18.1571,1.092775422,1,70000,2000,3,9,9,9,9
2016,12,3,2,18.1571,1.092775422,1,80000,2000,3,9,9,9,9
2016,12,3,2,18.1571,1.092775422,2,83000,2000,3,2,3,3,1
2016,12,3,2,18.1571,1.092775422,2,100000,2000,3,2,3,1,9
2016,12,3,2,18.1571,1.092775422,2,102000,2000,3,2,3,3,1
2016,12,3,2,18.1571,1.092775422,2,140300,2000,3,2,3,1,9
2016,12,3,2,18.1571,1.092775422,2,68000,2100,3,2,3,3,1
2016,12,3,2,18.1571,1.092775422,1,70000,2100,3,9,9,9,9
2016,12,3,2,18.1571,1.092775422,1,70000,2100,3,9,9,9,9
2016,12,3,2,18.1571,1.092775422,2,82000,2100,3,2,3,3,1
2016,12,3,2,18.1571,1.092775422,2,85000,2100,3,2,3,3,1
2016,12,3,2,3.7273,1.092775422,2,86000,2100,3,1,3,3,1
2016,12,3,2,18.1571,1.092775422,2,97000,2100,3,2,3,3,1
2016,12,3,2,18.1571,1.092775422,1,105000,2100,3,9,9,9,9
2016,12,3,2,18.1571,1.092775422,2,105000,2100,3,1,3,3,1
2016,12,3,2,18.1571,1.092775422,2,105000,2100,3,1,3,3,1
2016,12,3,2,18.1571,1.092775422,2,105000,2100,3,2,3,1,9
2016,12,3,2,18.1571,1.092775422,2,109000,2100,3,2,1,3,1
2016,12,3,2,18.1571,1.092775422,2,75000,2200,3,2,3,3,1
2016,12,3,2,18.1571,1.092775422,1,86000,2200,3,9,9,9,9
2016,12,3,2,18.1571,1.092775422,2,95000,2200,3,2,1,1,9
2016,12,3,2,18.1571,1.092775422,1,109000,2200,3,9,9,9,9
2016,12,3,2,18.1571,1.092775422,2,109000,2200,3,2,3,2,1
2016,12,3,2,18.1571,1.092775422,2,109000,2200,3,2,3,3,1
2016,12,3,2,18.1571,1.092775422,2,140300,2200,3,2,3,1,9
2016,12,3,2,18.1571,1.092775422,1,46500,2300,3,9,9,9,9
2016,12,3,2,18.1571,1.092775422,1,73000,2300,3,9,9,9,9
2016,12,3,2,18.1571,1.092775422,1,111000,2300,3,9,9,9,9
2016,12,3,2,18.1571,1.092775422,1,111000,2300,3,9,9,9,9
2016,12,3,2,18.1571,1.092775422,1,115000,2300,3,9,9,9,9
2016,12,3,2,18.1571,1.092775422,1,125000,2300,3,9,9,9,9
2016,12,3,2,18.1571,1.092775422,1,94000,2500,3,9,9,9,9
2016,12,3,2,18.1571,1.092775422,2,102000,2500,3,2,3,3,1
2016,12,3,2,18.1571,1.092775422,1,114000,2500,3,9,9,9,9
2016,12,3,2,18.1571,1.092775422,2,114000,2500,3,1,3,1,9
2016,12,3,2,18.1571,1.092775422,2,114000,2500,3,1,3,3,1
2016,12,3,2,18.1571,1.092775422,2,118000,2500,3,2,3,3,1
2016,12,3,2,18.1571,1.092775422,2,140300,2500,3,2,3,1,9
2016,12,3,2,18.1571,1.092775422,2,140300,2500,3,2,3,3,1
2016,12,3,2,18.1571,1.092775422,2,90000,2500,3,2,3,3,1
2016,12,3,2,18.1571,1.092775422,2,105000,2500,3,2,3,3,1
2016,12,3,2,18.1571,1.092775422,2,118000,2500,3,2,3,2,1
2016,12,3,2,18.1571,1.092775422,1,140300,2500,3,9,9,9,9
2016,12,3,2,18.1571,1.092775422,1,140300,2500,3,9,9,9,9
2016,12,4,1,12.2842,1.0770909,2,36000,600,1,3,3,3,1
2016,12,4,1,12.2842,1.0770909,2,52000,600,1,2,1,2,1
2016,12,4,1,12.2842,1.0770909,2,54000,700,1,2,3,2,1
2016,12,4,1,12.2842,1.0770909,2,54000,700,1,2,3,2,1
2016,12,4,1,12.2842,1.0770909,2,70000,700,1,2,1,2,1
2016,12,4,1,12.2842,1.0770909,2,76000,700,1,2,1,2,1
2016,12,4,1,12.2842,1.0770909,2,58000,800,1,2,1,3,1
2016,12,4,1,12.2842,1.0770909,2,87000,800,1,2,3,2,1
2016,12,4,1,12.2842,1.0770909,2,43000,900,1,2,3,3,1
2016,12,4,1,12.2842,1.0770909,2,66000,900,1,2,3,3,1
2016,12,4,1,12.2842,1.0770909,1,47000,1000,1,9,9,9,9
2016,12,4,1,12.2842,1.0770909,1,49000,1000,1,9,9,9,9
2016,12,4,1,12.2842,1.0770909,2,50000,1100,3,2,1,3,1
2016,12,4,1,12.2842,1.0770909,1,51000,1100,3,9,9,9,9
2016,12,4,1,12.2842,1.0770909,2,47000,1200,3,2,3,3,1
2016,12,4,1,12.2842,1.0770909,2,48000,1200,3,2,1,3,1
2016,12,4,1,12.2842,1.0770909,2,52000,1200,3,2,1,3,1
2016,12,4,1,12.2842,1.0770909,2,54000,1200,3,1,1,1,9
2016,12,4,1,12.2842,1.0770909,2,54000,1200,3,2,1,3,1
2016,12,4,1,12.2842,1.0770909,1,79000,1200,3,9,9,9,9
2016,12,4,1,12.2842,1.0770909,1,50000,1300,3,9,9,9,9
2016,12,4,2,6.1421,1.092775422,2,47100,900,3,2,1,3,1
2016,12,4,2,6.1421,1.092775422,2,67000,900,1,1,3,3,1
2016,12,4,2,6.1421,1.092775422,1,70000,900,3,9,9,9,9
2016,12,4,2,6.1421,1.092775422,2,47100,1100,3,2,1,2,1
2016,12,4,2,6.1421,1.092775422,2,63000,1100,3,2,3,2,1
2016,12,4,2,6.1421,1.092775422,2,74000,1100,3,2,1,3,1
2016,12,4,2,6.1421,1.092775422,2,66000,1200,3,2,1,3,1
2016,12,4,2,6.1421,1.092775422,2,71000,1200,3,2,1,3,1
2016,12,4,2,6.1421,1.092775422,2,47100,1300,3,1,3,1,9
2016,12,4,2,6.1421,1.092775422,2,47100,1300,3,2,1,3,1
2016,12,4,2,6.1421,1.092775422,2,60000,1300,3,2,1,3,1
2016,12,4,2,6.1421,1.092775422,2,70000,1300,1,3,1,3,1
2016,12,4,2,6.1421,1.092775422,2,71000,1300,3,2,1,3,1
2016,12,4,2,6.1421,1.092775422,2,80000,1300,3,1,1,1,9
2016,12,4,2,6.1421,1.092775422,2,80000,1300,3,2,3,3,1
2016,12,4,2,6.1421,1.092775422,1,81000,1300,3,9,9,9,9
2016,12,4,2,6.1421,1.092775422,2,81000,1300,3,2,1,3,1
2016,12,4,2,6.1421,1.092775422,2,89000,1300,3,1,3,3,1
2016,12,4,2,6.1421,1.092775422,2,144000,1300,1,2,1,2,1
2016,12,4,2,6.1421,1.092775422,1,150000,1300,3,9,9,9,9
2016,12,4,2,6.1421,1.092775422,2,155000,1400,3,1,3,1,9
2016,12,4,2,6.1421,1.092775422,2,84000,1500,1,2,1,1,9
2016,12,4,2,6.1421,1.092775422,2,85000,1500,3,1,1,1,9
2016,12,4,2,6.1421,1.092775422,1,87000,1500,3,9,9,9,9
2016,12,4,2,6.1421,1.092775422,1,87000,1500,3,9,9,9,9
2016,12,4,2,6.1421,1.092775422,2,87000,1500,1,2,1,3,1
2016,12,4,2,6.1421,1.092775422,2,88000,1500,3,2,3,1,9
2016,12,4,2,6.1421,1.092775422,2,127000,1500,3,1,3,1,9
2016,12,4,2,6.1421,1.092775422,2,230600,1500,3,2,1,2,1
2016,12,4,2,6.1421,1.092775422,1,73000,1600,3,9,9,9,9
2016,12,4,2,6.1421,1.092775422,2,90000,1600,3,1,1,1,9
2016,12,4,2,6.1421,1.092775422,2,101000,1600,3,1,3,3,1
2016,12,4,2,6.1421,1.092775422,1,134000,1600,1,9,9,9,9
2016,12,4,2,6.1421,1.092775422,2,140000,1600,3,3,1,2,1
2016,12,4,2,6.1421,1.092775422,1,73000,1700,3,9,9,9,9
2016,12,4,2,6.1421,1.092775422,2,93000,1700,1,2,1,2,1
2016,12,4,2,6.1421,1.092775422,1,107000,1700,3,9,9,9,9
